obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""766.835""","=""0.004""","=""766.8252+""","=""70h*""","=""""","=""""","=""""","=""""",,"=""3.2780791""","=""4.8949299""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""7/2""","=""4f12.5d.6s.6p""","=""*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""770.358""","=""0.004""","=""770.356+""","=""80h""","=""""","=""""","=""""","=""""",,"=""3.1641991""","=""4.773640""","=""4f13.(2F*<7/2>).5d.6s.(1D)""","=""1[11/2]*""","=""11/2""","=""4f13.(2F*<7/2>).6s.7p""","=""""","=""9/2""",12,10,,"=""""","=""L2006,L3475""",
"=""773.366""","=""0.0020""","=""773.3658+""","=""800""","=""""","=""""","=""""","=""""",,"=""2.4237465""","=""4.0269232""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""5/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""5/2""",6,6,,"=""""","=""L2006,L3475""",
"=""778.041""","=""0.004""","=""778.0413+""","=""40h""","=""""","=""""","=""""","=""""",,"=""3.3338266""","=""4.9273692""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""(5,5/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[9/2]*""","=""9/2""",10,10,,"=""""","=""L2006,L3475""",
"=""778.449""","=""0.0020""","=""778.449+""","=""120h""","=""""","=""""","=""""","=""""",,"=""3.489370""","=""5.082079""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""3/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""3/2""",4,4,,"=""""","=""L2006,L3475""",
"=""778.765""","=""0.004""","=""778.7653+""","=""43h""","=""""","=""""","=""""","=""""",,"=""3.3105424""","=""4.9026036""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[7/2]*""","=""7/2""",8,8,,"=""""","=""L2006""",
"=""778.804""","=""0.004""","=""778.8036+""","=""28h""","=""""","=""""","=""""","=""""",,"=""2.6186499""","=""4.2106328""","=""4f12.(3F<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(1S<0>)""","=""(7/2,0)*""","=""7/2""",8,8,,"=""""","=""L2006""",
"=""780.608""","=""0.0020""","=""780.6073+""","=""170""","=""""","=""""","=""""","=""""",,"=""2.4237465""","=""4.0120508""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""5/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",6,8,,"=""""","=""L2006,L3475""",
"=""783.137""","=""0.004""","=""783.1366+""","=""40""","=""""","=""""","=""""","=""""",,"=""3.3105424""","=""4.8937169""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[5/2]*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""785.824""","=""0.0020""","=""785.8240+""","=""400""","=""""","=""""","=""""","=""""",,"=""2.4491628""","=""4.0269232""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""786.383""","=""0.004""","=""786.3838+""","=""30""","=""""","=""""","=""""","=""""",,"=""3.3037095""","=""4.8803467""","=""4f12.(3H<5>).5d<3/2>.6s2""","=""""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[11/2]*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""792.028""","=""0.0020""","=""792.0281+""","=""50""","=""""","=""""","=""""","=""""",,"=""3.5271750""","=""5.0925764""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""5/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""5/2""",6,6,,"=""""","=""L2006,L3475""",
"=""792.969""","=""0.0020""","=""792.9693+""","=""550""","=""""","=""""","=""""","=""""",,"=""2.4485073""","=""4.0120508""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",10,8,,"=""""","=""L2006,L3475""",
"=""793.302""","=""0.0020""","=""793.3019+""","=""1100""","=""""","=""""","=""""","=""""",,"=""2.4491628""","=""4.0120508""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""794.232""","=""0.004""","=""794.2340+""","=""12h""","=""4.7e+05""","=""5.3e-03""","=""1.4e+00""","=""-1.28""",C,"=""3.3338266""","=""4.8948804""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""(5,5/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[9/2]*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""797.375""","=""0.004""","=""797.375+""","=""60*""","=""""","=""""","=""""","=""""",,"=""3.5271750""","=""5.082079""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""5/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
"=""797.375""","=""0.004""","=""797.3681+""","=""60*""","=""""","=""""","=""""","=""""",,"=""3.3037095""","=""4.8586274""","=""4f12.(3H<5>).5d<3/2>.6s2""","=""""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[5/2]*""","=""7/2""",10,8,,"=""""","=""L2006,L3475""",
"=""798.813""","=""0.004""","=""798.8114+""","=""110h*""","=""""","=""""","=""""","=""""",,"=""3.5404678""","=""5.0925764""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""7/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""798.813""","=""0.004""","=""798.8043+""","=""110h*""","=""""","=""""","=""""","=""""",,"=""3.3105424""","=""4.8626646""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""9/2""",8,10,,"=""""","=""L2006,L3475""",
"=""801.697""","=""0.0020""","=""801.6979+""","=""140h""","=""""","=""""","=""""","=""""",,"=""3.3338266""","=""4.8803467""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""(5,5/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[11/2]*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""802.011""","=""0.0020""","=""802.0113+""","=""950""","=""""","=""""","=""""","=""""",,"=""2.4485073""","=""3.9944231""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",10,10,,"=""""","=""L2006,L3475""",
"=""802.354""","=""0.004""","=""802.3515+""","=""30h""","=""""","=""""","=""""","=""""",,"=""2.4491628""","=""3.9944231""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",8,10,,"=""""","=""L2006,L3475""",
"=""807.092""","=""0.0020""","=""807.0922+""","=""14""","=""7.5e+03""","=""7.3e-05""","=""1.16e-02""","=""-3.36""",C+,"=""1.0874955""","=""2.6236793""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3F<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""5/2""",6,6,,"=""T6708""","=""L2006""",
"=""819.644""","=""0.0020""","=""819.6447+""","=""140""","=""""","=""""","=""""","=""""",,"=""3.3338266""","=""4.8464844""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""(5,5/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""829.680""","=""0.0020""","=""829.6805+""","=""50""","=""""","=""""","=""""","=""""",,"=""2.4135586""","=""3.9079193""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""13/2""","=""4f12.(3F<4>).6s2.6p<3/2>""","=""(4,3/2)*""","=""11/2""",14,12,,"=""""","=""L2006,L3475""",
"=""836.805""","=""0.0020""","=""836.804+""","=""70""","=""""","=""""","=""""","=""""",,"=""2.4237465""","=""3.905386""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""5/2""","=""4f13.(2F*<5/2>).5d.6s.(3D)""","=""*""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
