obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""343.1855""","=""343.1861""","=""0.0008""","=""15""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""5.858941""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""343.3562""","=""343.3571""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""3.514654""","=""7.125595""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""343.3609""","=""343.3613""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""6.397649""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""343.4058""","=""343.4065""","=""0.0008""","=""12""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""5.647644""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""343.4758""","=""343.4767""","=""0.0008""","=""40""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""4.208527""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""343.5799""","=""343.5804""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""5.803260""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""343.6220""","=""343.6228""","=""0.0008""","=""20""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""5.263159""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""343.6695""","=""343.6698""","=""0.0008""","=""30""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""5.716440""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""343.7701""","=""343.7676""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""2.532729""","=""6.139358""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""343.8118""","=""343.8127""","=""0.0008""","=""6""","=""""","=""""","=""""","=""""",,"=""3.073526""","=""6.679681""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""343.8559""","=""343.8576""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""3.500500""","=""7.106185""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""343.8639""","=""343.8641""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""5.872107""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""343.9176""","=""343.9193""","=""0.0008""","=""20""","=""""","=""""","=""""","=""""",,"=""2.659307""","=""6.264345""","=""5d4.6s.(6D).6p""","=""7F*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L153""",
"=""343.9794""","=""343.9801""","=""0.0008""","=""50""","=""""","=""""","=""""","=""""",,"=""2.659945""","=""6.264345""","=""5d4.6s.(6D).6p""","=""7D*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L153""",
"=""343.9940""","=""343.9952""","=""0.0008""","=""15""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""5.991711""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""344.0358""","=""344.0371""","=""0.0008""","=""10""","=""""","=""""","=""""","=""""",,"=""3.374084""","=""6.977886""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""344.0528""","=""344.0531""","=""0.0008""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""5.990773""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""344.0977""","=""""","=""""","=""15""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""344.1326""","=""344.1336""","=""0.0008""","=""5""","=""""","=""""","=""""","=""""",,"=""3.051360""","=""6.654153""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""344.1412""","=""""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""344.1468""","=""344.1475""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""5.869138""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""344.230""","=""344.2303""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""3.701382""","=""7.303163""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""344.2948""","=""344.2955""","=""0.0008""","=""25""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""5.457908""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""344.3298""","=""344.3309""","=""0.0008""","=""8""","=""""","=""""","=""""","=""""",,"=""3.374084""","=""6.974812""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""344.3985""","=""344.3984""","=""0.0008""","=""80""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""6.036131""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""344.4674""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""344.5211""","=""344.5217""","=""0.0008""","=""3""","=""""","=""""","=""""","=""""",,"=""3.891750""","=""7.490484""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""344.5585""","=""344.5589""","=""0.0008""","=""30*""","=""""","=""""","=""""","=""""",,"=""3.070269""","=""6.668614""","=""5d4.6s.(6D).6p""","=""7F*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L153""",
"=""344.5585""","=""344.5597""","=""0.0008""","=""30*""","=""""","=""""","=""""","=""""",,"=""2.908052""","=""6.506389""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""344.5861""","=""344.5859""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""5.635286""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""344.6382""","=""344.6391""","=""0.0008""","=""15""","=""""","=""""","=""""","=""""",,"=""2.532729""","=""6.130238""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""344.6697""","=""344.6701""","=""0.0008""","=""30""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""3.804274""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""344.7876""","=""344.7884""","=""0.0008""","=""12""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""6.429337""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""344.8554""","=""344.8552""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""3.330419""","=""6.925673""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""344.8700""","=""344.8684""","=""0.0008""","=""8*""","=""""","=""""","=""""","=""""",,"=""2.241985""","=""5.837102""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""344.8700""","=""344.8709""","=""0.0008""","=""8*""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""6.381844""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153c23""",
"=""344.8972""","=""344.8976""","=""0.0008""","=""15""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""5.947351""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""344.9196""","=""344.9198""","=""0.0008""","=""40""","=""""","=""""","=""""","=""""",,"=""2.971240""","=""6.565821""","=""5d4.6s.(6D).6p""","=""7D*""","=""2""","=""""","=""""","=""1""",5,3,,"=""""","=""L153""",
"=""344.9369""","=""344.9378""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""5.981530""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""344.9814""","=""344.9821""","=""0.0008""","=""50""","=""6.3e+06""","=""1.1e-02""","=""8.9e-01""","=""-1.1""",B,"=""1.916797""","=""5.510728""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""T6977""","=""L153""",
"=""345.0290""","=""345.0297""","=""0.0008""","=""12""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""6.194998""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""345.0425""","=""345.0433""","=""0.0008""","=""8""","=""""","=""""","=""""","=""""",,"=""3.452935""","=""7.046229""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""345.1107""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""345.1235""","=""345.1243""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""5.858941""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""345.1431""","=""345.1432""","=""0.0008""","=""3""","=""""","=""""","=""""","=""""",,"=""3.330419""","=""6.922673""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""345.2125""","=""345.2127""","=""0.0008""","=""6""","=""""","=""""","=""""","=""""",,"=""3.514654""","=""7.106185""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""345.2728""","=""345.2733""","=""0.0008""","=""50""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""5.837102""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""345.2945""","=""345.2942""","=""0.0008""","=""12*""","=""""","=""""","=""""","=""""",,"=""3.374084""","=""6.964766""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""345.2945""","=""345.2958""","=""0.0008""","=""12*""","=""""","=""""","=""""","=""""",,"=""2.973488""","=""6.564155""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""345.3605""","=""345.3611""","=""0.0008""","=""30""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""5.239857""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""345.6908""","=""345.6909""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""3.496875""","=""7.083438""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""345.7348""","=""345.7352""","=""0.0008""","=""10""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""5.780769""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""345.8228""","=""345.8240""","=""0.0008""","=""3""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""5.441991""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""345.8350""","=""345.8348""","=""0.0008""","=""20*""","=""""","=""""","=""""","=""""",,"=""3.500500""","=""7.085570""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""345.8350""","=""345.8355""","=""0.0008""","=""20*""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""5.453496""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""345.8479""","=""345.8495""","=""0.0008""","=""5""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""5.972387""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""345.8703""","=""345.8713""","=""0.0008""","=""60""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""3.997005""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""345.8829""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""345.8997""","=""345.9006""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""3.500500""","=""7.084889""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""345.9301""","=""345.9311""","=""0.0008""","=""25""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""5.500869""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""345.9846""","=""345.9854""","=""0.0008""","=""3""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""5.238520""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""345.9986""","=""""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""346.0507""","=""346.0513""","=""0.0008""","=""30""","=""2.04e+05""","=""3.66e-04""","=""3.76e-02""","=""-2.48""",C,"=""0.771099""","=""4.353926""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""T4976""","=""L153""",
"=""346.1027""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""346.1451""","=""346.1462""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""2.857502""","=""6.439347""","=""5d4.6s.(6D).6p""","=""7F*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L153""",
"=""346.2003""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""346.2345""","=""346.2347""","=""0.0008""","=""15""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""5.968398""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""346.2634""","=""346.2640""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""3.073526""","=""6.654153""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""346.2794""","=""346.2798""","=""0.0008""","=""15""","=""""","=""""","=""""","=""""",,"=""3.457880""","=""7.038342""","=""5d5.(6S).6p""","=""7P*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L153""",
"=""346.2862""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""346.3240""","=""346.3244""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""5.436811""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""346.3842""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""346.4239""","=""346.4242""","=""0.0008""","=""50""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""3.944883""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""346.5660""","=""346.5686""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""5.445913""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""346.6106""","=""346.6107""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""3.654970""","=""7.232014""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""346.6198""","=""346.6200""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""6.035065""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""346.6391""","=""346.6397""","=""0.0008""","=""6""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.035065""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""346.7129""","=""346.7127""","=""0.0008""","=""3""","=""""","=""""","=""""","=""""",,"=""2.532729""","=""6.108721""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""346.7400""","=""346.7394""","=""0.0008""","=""6""","=""""","=""""","=""""","=""""",,"=""3.891750""","=""7.467467""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""346.7643""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""346.7734""","=""346.7735""","=""0.0008""","=""1*""","=""""","=""""","=""""","=""""",,"=""3.765921""","=""7.341287""","=""5d4.6s2""","=""3F1""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153c23""",
"=""346.7734""","=""346.7750""","=""0.0008""","=""1*""","=""""","=""""","=""""","=""""",,"=""3.654970""","=""7.230320""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""346.8453""","=""346.8460""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""5.611841""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""346.8656""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""346.8869""","=""346.8876""","=""0.0008""","=""15""","=""""","=""""","=""""","=""""",,"=""1.181329""","=""4.755518""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""346.9391""","=""346.9394""","=""0.0008""","=""40""","=""2.83e+06""","=""7.15e-03""","=""4.08e-01""","=""-1.45""",B,"=""1.708218""","=""5.281874""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""T6977""","=""L153""",
"=""347.0528""","=""347.0529""","=""0.0008""","=""3""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""6.359240""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""347.1926""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""347.2105""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""347.2344""","=""347.2352""","=""0.0008""","=""8""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""5.837102""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""347.3951""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""347.5923""","=""347.5935""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""3.891750""","=""7.458681""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""347.6818""","=""347.6799""","=""0.0008""","=""40*""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""5.687044""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""347.6818""","=""347.6825""","=""0.0008""","=""40*""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.073908""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""347.7491""","=""347.7501""","=""0.0008""","=""30""","=""""","=""""","=""""","=""""",,"=""3.520246""","=""7.085570""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""347.8165""","=""347.8167""","=""0.0008""","=""4""","=""""","=""""","=""""","=""""",,"=""3.520246""","=""7.084889""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""347.8258""","=""347.8258""","=""0.0008""","=""8""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.072439""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""347.8532""","=""347.8537""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""6.397649""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""347.8939""","=""347.8939""","=""0.0008""","=""80""","=""""","=""""","=""""","=""""",,"=""3.307462""","=""6.871313""","=""5d4.6s.(6D).6p""","=""7F*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L153""",
"=""347.9698""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""347.9902""","=""347.9903""","=""0.0008""","=""8""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""5.271082""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""348.0117""","=""348.0120""","=""0.0008""","=""5""","=""""","=""""","=""""","=""""",,"=""3.051360""","=""6.614002""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""348.1401""","=""348.1397""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""2.532729""","=""6.094064""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""348.1449""","=""348.1455""","=""0.0008""","=""10""","=""""","=""""","=""""","=""""",,"=""2.241985""","=""5.803260""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""348.2317""","=""348.2314""","=""0.0008""","=""8""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""6.161960""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""348.2517""","=""348.2522""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""5.912723""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""348.2813""","=""348.2818""","=""0.0008""","=""40""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""5.947351""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""348.3425""","=""348.3420""","=""0.0008""","=""2""","=""""","=""""","=""""","=""""",,"=""3.507746""","=""7.067013""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""348.3762""","=""348.3772""","=""0.0008""","=""20""","=""""","=""""","=""""","=""""",,"=""3.307462""","=""6.866369""","=""5d4.6s.(6D).6p""","=""7F*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L153""",
"=""348.460""","=""348.4612""","=""0.0008""","=""1""","=""""","=""""","=""""","=""""",,"=""2.908052""","=""6.466101""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""348.5577""","=""348.5582""","=""0.0009""","=""2""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""5.803260""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""348.6206""","=""348.6213""","=""0.0009""","=""2*""","=""""","=""""","=""""","=""""",,"=""3.330419""","=""6.886834""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153c23""",
"=""348.6206""","=""348.6230""","=""0.0009""","=""2*""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""5.751064""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""348.6276""","=""348.6281""","=""0.0009""","=""15""","=""""","=""""","=""""","=""""",,"=""3.457880""","=""7.014225""","=""5d5.(6S).6p""","=""7P*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L153""",
"=""348.6488""","=""348.6491""","=""0.0009""","=""30""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""5.677130""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""348.7783""","=""348.7782""","=""0.0009""","=""4*""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""5.204686""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""348.7783""","=""348.7791""","=""0.0009""","=""4*""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""5.423239""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""348.8140""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""348.9405""","=""348.9410""","=""0.0009""","=""4""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""5.203027""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""0""",3,1,,"=""""","=""L153""",
