obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""351.8552""","=""""","=""351.85520+""","=""130""","=""5.4e+07""","=""1.00e-01""","=""1.28e+01""","=""0.04""",B,"=""3.1636939""","=""6.6874218""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""""","=""84*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""351.9217""","=""""","=""351.92175+""","=""130""","=""3.6e+07""","=""6.8e-02""","=""2.35e+00""","=""-0.69""",B,"=""2.2911762""","=""5.8142377""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d5.(2D).5p""","=""w 3D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""352.2383""","=""""","=""352.23833+""","=""31""","=""1.39e+07""","=""2.59e-02""","=""2.71e+00""","=""-0.63""",B,"=""3.3024208""","=""6.8223159""","=""4d4.5s2""","=""a 1G""","=""4""","=""""","=""96*""","=""4""",9,9,,"=""T5293""","=""L10250""",
"=""352.2419""","=""""","=""352.24194+""","=""657""","=""6.1e+07""","=""1.38e-01""","=""1.44e+01""","=""0.09""",B,"=""2.4992489""","=""6.0191080""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""5""",9,11,,"=""T5293""","=""L10250""",
"=""352.5654""","=""""","=""352.56539+""","=""190*""","=""3.10e+07""","=""3.5e-02""","=""2.01e+00""","=""-0.76""",B,"=""2.2759148""","=""5.7925447""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""""","=""7*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""352.566""","=""""","=""352.5631+""","=""190*""","=""""","=""""","=""""","=""""",,"=""3.2013491""","=""6.718002?""","=""4d6""","=""c 5D""","=""1""","=""""","=""86*""","=""1""",3,3,,"=""""","=""L3475""",
"=""352.5983""","=""""","=""352.59834+""","=""240*""","=""2.25e+07""","=""5.4e-02""","=""4.4e+00""","=""-0.42""",B,"=""2.2601268""","=""5.7764280""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""""","=""6*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""352.599""","=""""","=""352.59960+""","=""240*""","=""""","=""""","=""""","=""""",,"=""3.0777195""","=""6.5940082""","=""4d4.5s2""","=""a 3H""","=""6""","=""""","=""69*""","=""6""",13,13,,"=""""","=""L3475""",
"=""353.829""","=""""","=""353.8341+""","=""640""","=""""","=""""","=""""","=""""",,"=""2.6803685""","=""6.184389?""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""""","=""31*""","=""2""",7,5,,"=""""","=""L3475""",
"=""353.9930""","=""""","=""353.99309+""","=""50""","=""2.24e+07""","=""4.2e-02""","=""5.4e+00""","=""-0.33""",B,"=""3.4376744""","=""6.9401213""","=""4d4.5s2""","=""b 3G""","=""5""","=""""","=""103*""","=""5""",11,11,,"=""T5293""","=""L10250""",
"=""354.1578""","=""""","=""354.15784+""","=""37""","=""4.5e+07""","=""5.0e-02""","=""2.9e+00""","=""-0.60""",B,"=""3.2652250""","=""6.7660426""","=""4d5.(4F).5s""","=""a 5F""","=""2""","=""""","=""91*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""354.3177""","=""""","=""354.31777+""","=""320*""","=""4.9e+07""","=""6.6e-02""","=""5.4e+00""","=""-0.33""",B,"=""2.2601268""","=""5.7593642""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d5.(4F).5p""","=""v 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""354.318""","=""""","=""354.31799+""","=""320*""","=""""","=""""","=""""","=""""",,"=""2.9344678""","=""6.4337030""","=""4d4.5s2""","=""a 3F""","=""3""","=""""","=""50*""","=""2""",7,5,,"=""""","=""L3475""",
"=""355.3727""","=""""","=""355.37267+""","=""84""","=""3.6e+07""","=""5.4e-02""","=""5.6e+00""","=""-0.32""",B,"=""3.1560966""","=""6.6449468""","=""4d6""","=""c 5D""","=""4""","=""""","=""78*""","=""3""",9,7,,"=""T5293""","=""L10250""",
"=""355.6653""","=""""","=""355.66530+""","=""29""","=""3.5e+07""","=""6.6e-02""","=""2.30e+00""","=""-0.71""",B,"=""3.2750185""","=""6.7609982""","=""4d5.(4P).5s""","=""b 3P""","=""1""","=""""","=""90*""","=""1""",3,3,,"=""T5293""","=""L10250""",
"=""355.9111""","=""""","=""355.91119+""","=""520""","=""5.4e+07""","=""1.44e-01""","=""8.5e+00""","=""-0.14""",B,"=""2.2759148""","=""5.7594861""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d5.(4F).5p""","=""v 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""356.4154""","=""""","=""356.41544+""","=""400*""","=""7.3e+06""","=""1.78e-02""","=""1.46e+00""","=""-0.904""",B+,"=""1.4702664""","=""4.9489091""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""356.416""","=""""","=""356.41521+""","=""400*""","=""""","=""""","=""""","=""""",,"=""2.6462200""","=""6.1248650""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""6""",11,13,,"=""""","=""L3475""",
"=""356.416""","=""""","=""356.4150+""","=""400*""","=""""","=""""","=""""","=""""",,"=""3.2587785""","=""6.737425?""","=""4d5.(4F).5s""","=""a 5F""","=""1""","=""""","=""88*""","=""1""",3,3,,"=""""","=""L3475""",
"=""356.4768""","=""""","=""356.47682+""","=""50""","=""1.53e+07""","=""8.7e-02""","=""1.02e+00""","=""-1.06""",B,"=""2.4759455""","=""5.9539893""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""1""",1,3,,"=""T5293""","=""L10250""",
"=""356.4798""","=""""","=""356.47974+""","=""9""","=""2.6e+06""","=""3.8e-03""","=""4.0e-01""","=""-1.46""",C+,"=""2.9156714""","=""6.3936867""","=""4d4.5s2""","=""a 3F""","=""4""","=""""","=""42.1*""","=""3""",9,7,,"=""T5293""","=""L10250""",
"=""356.707""","=""""","=""356.70775+""","=""300*""","=""""","=""""","=""""","=""""",,"=""2.9178946""","=""6.3936867""","=""4d4.5s2""","=""a 3F""","=""2""","=""""","=""42.1*""","=""3""",5,7,,"=""""","=""L3475""",
"=""356.7070""","=""""","=""356.70708+""","=""300*""","=""2.67e+07""","=""5.1e-02""","=""5.4e+00""","=""-0.34""",B,"=""2.4992489""","=""5.9750476""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""356.7763""","=""""","=""356.77629+""","=""32""","=""1.43e+07""","=""2.72e-02""","=""2.24e+00""","=""-0.72""",B,"=""3.1872706""","=""6.6623949""","=""4d6""","=""c 5D""","=""3""","=""""","=""81*""","=""3""",7,7,,"=""T5293""","=""L10250""",
"=""357.1663""","=""""","=""357.16628+""","=""240""","=""7.2e+07""","=""1.37e-01""","=""2.42e+01""","=""0.31""",B,"=""3.1787772""","=""6.6501071""","=""4d5.(2I).5s""","=""a 3I""","=""7""","=""""","=""79*""","=""7""",15,15,,"=""T5293""","=""L10250,L3475""",
"=""357.4898""","=""""","=""357.48984+""","=""320""","=""3.6e+07""","=""1.14e-01""","=""4.0e+00""","=""-0.46""",B,"=""2.2911762""","=""5.7593642""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d5.(4F).5p""","=""v 5F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""358.1560""","=""""","=""358.15600+""","=""110""","=""5.5e+07""","=""8.9e-02""","=""1.37e+01""","=""0.06""",B,"=""3.5014395""","=""6.9631767""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d5.(2H).5p""","=""y 1H*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""358.2906""","=""""","=""358.29062+""","=""1400""","=""3.8e+07""","=""8.7e-02""","=""1.12e+01""","=""-0.02""",B,"=""2.0810155""","=""5.5414522""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""358.5277""","=""""","=""358.52768+""","=""56""","=""1.73e+07""","=""3.3e-02""","=""1.18e+00""","=""-1.00""",B,"=""2.4958407""","=""5.9539893""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""1""",3,3,,"=""T5293""","=""L10250""",
"=""358.6594""","=""""","=""358.65944+""","=""66""","=""4.0e+07""","=""5.4e-02""","=""4.5e+00""","=""-0.42""",B,"=""3.1872706""","=""6.6441488""","=""4d6""","=""c 5D""","=""3""","=""""","=""77*""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""358.9970""","=""""","=""358.99703+""","=""100""","=""1.18e+07""","=""2.28e-02""","=""1.88e+00""","=""-0.80""",B,"=""2.5231413""","=""5.9767688""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""359.1760""","=""""","=""359.17602+""","=""200""","=""2.23e+07""","=""5.5e-02""","=""4.6e+00""","=""-0.41""",B,"=""2.5231413""","=""5.9750476""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""359.6577""","=""""","=""359.65773+""","=""100""","=""2.32e+07""","=""4.5e-02""","=""2.67e+00""","=""-0.65""",B,"=""2.5145196""","=""5.9618026""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""v 3D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""359.9909""","=""""","=""359.99091+""","=""210""","=""5.7e+07""","=""9.3e-02""","=""1.44e+01""","=""0.08""",B,"=""3.1676583""","=""6.6117507""","=""4d5.(2I).5s""","=""a 3I""","=""6""","=""""","=""74*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""360.1759""","=""""","=""360.17592+""","=""41""","=""2.07e+07""","=""4.0e-02""","=""4.3e+00""","=""-0.44""",B,"=""3.4424949""","=""6.8848182""","=""4d5.(2F).5s""","=""b 3F""","=""4""","=""""","=""101*""","=""4""",9,9,,"=""T5293""","=""L10250""",
"=""360.2905""","=""""","=""360.29048+""","=""23""","=""1.15e+07""","=""2.9e-02""","=""2.38e+00""","=""-0.70""",B,"=""3.4435894""","=""6.8848182""","=""4d5.(2F).5s""","=""b 3F""","=""3""","=""""","=""101*""","=""4""",7,9,,"=""T5293""","=""L10250""",
"=""360.3965""","=""""","=""360.39653+""","=""270""","=""2.96e+07""","=""8.1e-02""","=""4.8e+00""","=""-0.39""",B,"=""2.5145196""","=""5.9547358""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""360.5097""","=""""","=""360.50973+""","=""65""","=""3.2e+07""","=""4.9e-02""","=""5.3e+00""","=""-0.35""",B,"=""3.2232590""","=""6.6623949""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""""","=""81*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""360.9395""","=""""","=""360.93961+""","=""210""","=""3.26e+06""","=""8.9e-03""","=""5.30e-01""","=""-1.350""",B+,"=""1.4201599""","=""4.8551999""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""361.1641""","=""""","=""361.16403+""","=""18""","=""1.78e+07""","=""2.09e-02""","=""1.24e+00""","=""-0.98""",B,"=""3.1981238""","=""6.6310293""","=""4d6""","=""c 5D""","=""2""","=""""","=""76*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""361.3020""","=""""","=""361.30201+""","=""86""","=""1.16e+07""","=""2.27e-02""","=""1.89e+00""","=""-0.80""",B,"=""2.5231413""","=""5.9547358""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""u 5F*""","=""3""",7,7,,"=""T5293""","=""L10250""",
"=""361.6189""","=""""","=""361.61892+""","=""65""","=""1.96e+07""","=""4.9e-02""","=""4.1e+00""","=""-0.46""",B,"=""3.3027831""","=""6.7313702""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""""","=""87*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""362.4256""","=""""","=""362.42568+""","=""200""","=""5.6e+07""","=""9.0e-02""","=""1.18e+01""","=""-0.01""",B,"=""3.1636939""","=""6.5846490""","=""4d5.(2I).5s""","=""a 3I""","=""5""","=""""","=""67.1*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""362.5495""","=""""","=""362.54956+""","=""1400""","=""5.3e+07""","=""1.27e-01""","=""1.36e+01""","=""0.057""",B+,"=""2.0764526""","=""5.4962389""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4H).5p""","=""z 5I*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""362.5649""","=""""","=""362.56494+""","=""91""","=""1.37e+07""","=""3.8e-02""","=""2.25e+00""","=""-0.72""",B,"=""2.5975747""","=""6.0172159""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""362.7214""","=""""","=""362.72146+""","=""330""","=""4.43e+06""","=""8.7e-03""","=""9.4e-01""","=""-1.104""",B+,"=""1.5307436""","=""4.9489091""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""363.647""","=""""","=""""","=""1000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""363.9241""","=""""","=""363.92404+""","=""171""","=""3.5e+07""","=""1.16e-01""","=""4.2e+00""","=""-0.46""",B,"=""2.5950420""","=""6.0019123""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""2""",3,5,,"=""T5293""","=""L10250""",
"=""363.9244""","=""""","=""363.92446+""","=""166""","=""3.3e+07""","=""4.0e-02""","=""2.38e+00""","=""-0.70""",B,"=""2.2759148""","=""5.6827811""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d5.(4P).5p""","=""z 3S*""","=""1""",5,3,,"=""T5293""","=""L10250""",
"=""364.1656""","=""""","=""364.16554+""","=""140*""","=""1.94e+07""","=""2.76e-02""","=""2.32e+00""","=""-0.71""",B,"=""2.6803685""","=""6.0849794""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""""","=""26.1*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""364.166""","=""""","=""364.1657+""","=""140*""","=""""","=""""","=""""","=""""",,"=""2.5975747""","=""6.002184?""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""1""",5,3,,"=""""","=""L3475""",
"=""364.8880""","=""""","=""364.88806+""","=""48""","=""2.11e+07""","=""4.2e-02""","=""3.5e+00""","=""-0.53""",B,"=""3.2470773""","=""6.6449468""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""78*""","=""3""",7,7,,"=""T5293""","=""L10250""",
"=""364.8896""","=""""","=""364.88974+""","=""6""","=""5.1e+05""","=""1.01e-03""","=""8.5e-02""","=""-2.15""",C+,"=""2.2601268""","=""5.6579806""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",7,7,,"=""T5293""","=""L10250""",
"=""364.9738""","=""""","=""364.97377+""","=""19""","=""1.15e+07""","=""1.64e-02""","=""1.38e+00""","=""-0.94""",C+,"=""3.2470773""","=""6.6441488""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""""","=""77*""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""365.5620""","=""""","=""365.56202+""","=""90""","=""1.80e+07""","=""3.6e-02""","=""1.30e+00""","=""-0.97""",B,"=""2.2911762""","=""5.6827811""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d5.(4P).5p""","=""z 3S*""","=""1""",3,3,,"=""T5293""","=""L10250""",
"=""365.8399""","=""""","=""365.83992+""","=""400""","=""2.03e+07""","=""5.7e-02""","=""3.4e+00""","=""-0.55""",B,"=""2.0632311""","=""5.4522598""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""365.9174""","=""""","=""365.91749+""","=""50""","=""1.86e+07""","=""3.7e-02""","=""4.0e+00""","=""-0.47""",B,"=""3.3024208""","=""6.6907310""","=""4d4.5s2""","=""a 1G""","=""4""","=""""","=""85*""","=""4""",9,9,,"=""T5293""","=""L10250""",
"=""366.0400""","=""""","=""366.04006+""","=""1479""","=""6.7e+07""","=""1.73e-01""","=""1.46e+01""","=""0.08""",B,"=""2.0696564""","=""5.4568321""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""4""",7,9,,"=""T5293""","=""L10250""",
"=""366.1960""","=""""","=""366.19597+""","=""70""","=""1.34e+07""","=""4.5e-02""","=""1.63e+00""","=""-0.87""",B,"=""2.5950420""","=""5.9807756""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d5.(2F).5p""","=""v 3F*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""366.3194""","=""""","=""366.31951+""","=""48""","=""1.45e+07""","=""3.7e-02""","=""3.2e+00""","=""-0.58""",B,"=""3.1872706""","=""6.5718623""","=""4d6""","=""c 5D""","=""3""","=""""","=""67*""","=""4""",7,9,,"=""T5293""","=""L10250""",
"=""366.4028""","=""""","=""366.40284+""","=""140""","=""3.5e+07""","=""7.0e-02""","=""9.3e+00""","=""-0.11""",B,"=""3.2118714""","=""6.5956934""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""70*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""366.4309""","=""""","=""366.43099+""","=""140""","=""2.30e+07""","=""3.3e-02""","=""2.79e+00""","=""-0.64""",B,"=""2.5972135""","=""5.9807756""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(2F).5p""","=""v 3F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""366.5854""","=""""","=""366.58540+""","=""540""","=""9.5e+07""","=""2.27e-01""","=""3.02e+01""","=""0.40""",B,"=""3.2118714""","=""6.5940082""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""69*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""366.585""","=""""","=""366.59310+""","=""540*""","=""""","=""""","=""""","=""""",,"=""2.2759148""","=""5.6579806""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",5,7,,"=""""","=""L3475""",
"=""366.5928""","=""""","=""366.59261+""","=""540*""","=""1.92e+07""","=""1.16e-01""","=""1.40e+00""","=""-0.93""",B,"=""2.4759455""","=""5.8580158""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""""","=""14*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""366.7759""","=""""","=""366.77598+""","=""290""","=""9.9e+06""","=""2.00e-02""","=""2.18e+00""","=""-0.74""",B,"=""2.0764526""","=""5.4568321""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""367.0390""","=""""","=""367.03899+""","=""220""","=""2.16e+07""","=""3.4e-02""","=""3.7e+00""","=""-0.52""",B,"=""2.6227474""","=""6.0007045""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(2F).5p""","=""v 3F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""367.3853""","=""""","=""367.38532+""","=""529""","=""1.95e+07""","=""4.8e-02""","=""5.3e+00""","=""-0.36""",B,"=""2.0764526""","=""5.4512254""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""""","=""3.5*""","=""5""",9,11,,"=""T5293""","=""L10250""",
"=""367.3869""","=""""","=""367.38666+""","=""31""","=""1.13e+07""","=""2.29e-02""","=""2.49e+00""","=""-0.69""",B,"=""3.3024208""","=""6.6771813""","=""4d4.5s2""","=""a 1G""","=""4""","=""""","=""83*""","=""4""",9,9,,"=""T5293""","=""L10250""",
"=""367.7279""","=""""","=""367.72792+""","=""90""","=""5.2e+07""","=""3.5e-02""","=""1.28e+00""","=""-0.98""",B,"=""2.4958407""","=""5.8674694""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""""","=""16*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
"=""368.1637""","=""""","=""368.16379+""","=""1300""","=""9.5e+06""","=""1.63e-02""","=""2.57e+00""","=""-0.675""",B+,"=""2.0809329""","=""5.4485699""","=""4d5.(4G).5s""","=""a 5G""","=""6""","=""4d5.(4G).5p""","=""z 3G*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""368.2767""","=""""","=""368.27677+""","=""70""","=""1.68e+07""","=""2.66e-02""","=""2.91e+00""","=""-0.62""",B,"=""2.9156714""","=""6.2822752""","=""4d4.5s2""","=""a 3F""","=""4""","=""""","=""34*""","=""3""",9,7,,"=""T5293""","=""L10250""",
"=""368.4063""","=""""","=""368.40633+""","=""22""","=""1.20e+07""","=""4.1e-02""","=""1.48e+00""","=""-0.91""",B,"=""3.2013491""","=""6.5667690""","=""4d6""","=""c 5D""","=""1""","=""""","=""66*""","=""2""",3,5,,"=""T5293""","=""L10250""",
"=""368.9010""","=""""","=""368.90102+""","=""55""","=""2.12e+07""","=""6.0e-02""","=""3.7e+00""","=""-0.52""",B,"=""3.1981238""","=""6.5590307""","=""4d6""","=""c 5D""","=""2""","=""""","=""64*""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""369.0016""","=""""","=""369.00159+""","=""70""","=""3.3e+07""","=""5.4e-02""","=""7.3e+00""","=""-0.22""",B,"=""3.2118714""","=""6.5718623""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""67*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""369.1636""","=""""","=""369.16368+""","=""240""","=""2.07e+07""","=""3.5e-02""","=""4.6e+00""","=""-0.42""",B,"=""2.6462200""","=""6.0047356""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""""","=""24.1*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""369.5991""","=""""","=""369.59911+""","=""1163""","=""6.4e+07""","=""1.82e-01""","=""1.11e+01""","=""-0.04""",B,"=""2.0632311""","=""5.4177900""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""369.6037""","=""""","=""369.60366+""","=""27""","=""4.3e+06""","=""1.45e-02""","=""5.3e-01""","=""-1.36""",B,"=""2.4958407""","=""5.8503583""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4F).5p""","=""y 5G*""","=""2""",3,5,,"=""T5293""","=""L10250""",
"=""369.7094""","=""""","=""369.70941+""","=""90""","=""3.6e+07""","=""7.3e-02""","=""9.8e+00""","=""-0.09""",B,"=""3.7172588""","=""7.0708169""","=""4d5.(2H).5s""","=""b 3H""","=""5""","=""""","=""107*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""369.9126""","=""""","=""369.91262+""","=""28""","=""1.48e+07""","=""2.17e-02""","=""1.85e+00""","=""-0.82""",B,"=""3.1872706""","=""6.5389864""","=""4d6""","=""c 5D""","=""3""","=""""","=""62*""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""370.308""","=""""","=""370.3084+""","=""220*""","=""""","=""""","=""""","=""""",,"=""2.8362553""","=""6.184389?""","=""4d4.5s2""","=""a 3P""","=""2""","=""""","=""31*""","=""2""",5,5,,"=""""","=""L3475""",
"=""370.3083""","=""""","=""370.30841+""","=""220*""","=""6.2e+06""","=""1.28e-02""","=""1.09e+00""","=""-1.05""",B,"=""2.0696564""","=""5.4177900""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4H).5p""","=""y 5H*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""370.9606""","=""""","=""370.96065+""","=""80""","=""1.28e+07""","=""3.4e-02""","=""2.91e+00""","=""-0.62""",B,"=""2.9344678""","=""6.2767144""","=""4d4.5s2""","=""a 3F""","=""3""","=""""","=""33*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""371.6703""","=""""","=""371.67031+""","=""197""","=""8.3e+06""","=""2.22e-02""","=""1.90e+00""","=""-0.81""",B,"=""2.0696564""","=""5.4055215""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(4H).5p""","=""z 5I*""","=""4""",7,9,,"=""T5293""","=""L10250""",
"=""371.6733""","=""""","=""371.67324+""","=""12""","=""1.99e+06""","=""4.1e-03""","=""2.52e-01""","=""-1.69""",B,"=""2.5145196""","=""5.8503583""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4F).5p""","=""y 5G*""","=""2""",5,5,,"=""T5293""","=""L10250""",
"=""371.9533""","=""""","=""371.95331+""","=""55""","=""1.34e+07""","=""3.9e-02""","=""2.39e+00""","=""-0.71""",B,"=""3.3176510""","=""6.6509780""","=""4d5.(2D).5s""","=""b 3D""","=""2""","=""""","=""80*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""372.0609""","=""""","=""372.06096+""","=""120""","=""2.24e+07""","=""5.5e-02""","=""7.4e+00""","=""-0.22""",B,"=""3.2118714""","=""6.5442339""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""63.1*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""372.1308""","=""""","=""372.13089+""","=""70""","=""2.86e+07""","=""7.6e-02""","=""6.5e+00""","=""-0.27""",B,"=""3.1872706""","=""6.5190068""","=""4d6""","=""c 5D""","=""3""","=""""","=""60*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
