obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""530.7721""","=""""","=""530.7723+""","=""20""","=""4.57e+05""","=""2.70e-03""","=""2.36e-01""","=""-1.869""",B+,"=""2.5145196""","=""4.8504403""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""531.5364""","=""""","=""531.5365+""","=""55""","=""2.08e+06""","=""8.8e-03""","=""4.62e-01""","=""-1.579""",B+,"=""2.2911762""","=""4.6237384""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""531.6512""","=""""","=""531.6513+""","=""35""","=""6.48e+05""","=""2.75e-03""","=""3.36e-01""","=""-1.716""",A,"=""2.5231413""","=""4.8551999""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""532.1355""","=""""","=""532.1355+""","=""20""","=""2.56e+06""","=""1.25e-02""","=""2.85e+00""","=""-0.79""",B+,"=""3.9035948""","=""6.2335315""","=""4d4.5s2""","=""b 1I""","=""6""","=""4d5.(2I).5p""","=""z 3K*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
"=""532.5937""","=""""","=""532.5938+""","=""20""","=""1.79e+06""","=""7.6e-03""","=""9.3e-01""","=""-1.27""",B,"=""3.3027831""","=""5.6307150""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""4d5.(2G).5p""","=""x 3G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""532.8586""","=""""","=""532.8586+""","=""24""","=""9.1e+05""","=""4.75e-03""","=""7.5e-01""","=""-1.370""",B+,"=""2.9156714""","=""5.2424462""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",9,11,,"=""T5293""","=""L10250""",
"=""532.8588""","=""""","=""532.8588+""","=""21""","=""6.4e+06""","=""2.7e-02""","=""2.4e+00""","=""-0.86""",C+,"=""3.6751382""","=""6.0019123""","=""4d5.(4F).5s""","=""c 3F""","=""2""","=""4d4.5s.(4D).5p""","=""v 5D*""","=""2""",5,5,,"=""T5293""","=""L10250""",
"=""535.3837""","=""""","=""535.3837+""","=""20""","=""1.15e+06""","=""5.7e-03""","=""1.30e+00""","=""-1.13""",B,"=""3.7335549""","=""6.0493557""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""25.1*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
"=""535.6368""","=""""","=""535.6369+""","=""80""","=""3.21e+06""","=""1.38e-02""","=""2.19e+00""","=""-0.91""",B+,"=""2.9156714""","=""5.2303773""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""535.7005""","=""""","=""535.7009+""","=""35""","=""1.21e+07""","=""5.2e-02""","=""8.3e+00""","=""-0.33""",B,"=""3.9827603""","=""6.2971898""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""535.7950""","=""""","=""535.7950+""","=""65""","=""2.11e+07""","=""9.1e-02""","=""1.76e+01""","=""0.000""",B,"=""4.0433525""","=""6.3573754""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""5""","=""4d4.5s.(6D).6s""","=""f 7D""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""536.2004""","=""""","=""536.2005+""","=""560hl""","=""6.2e+07""","=""3.3e-01""","=""5.2e+01""","=""0.47""",B,"=""3.2633162""","=""5.5755891""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).5d""","=""e 7D""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""536.5768""","=""""","=""536.5769+""","=""110hl""","=""2.26e+07""","=""9.7e-02""","=""1.55e+01""","=""-0.06""",B,"=""3.2633162""","=""5.5739674""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).5d""","=""e 7D""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""536.8569""","=""""","=""536.8569+""","=""35hl""","=""5.6e+06""","=""1.88e-02""","=""2.99e+00""","=""-0.77""",B,"=""3.2633162""","=""5.5727619""","=""4d5.(6S).5p""","=""z 7P*""","=""4""","=""4d5.(6S).5d""","=""e 7D""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""537.3886""","=""""","=""537.3886+""","=""35""","=""2.02e+06""","=""8.7e-03""","=""7.73e-01""","=""-1.360""",A,"=""2.8362553""","=""5.1434163""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d5.(4G).5p""","=""y 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""539.0163""","=""""","=""539.0165+""","=""26""","=""1.11e+07""","=""4.8e-02""","=""4.3e+00""","=""-0.62""",B,"=""3.8806900""","=""6.1808831""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""539.6006""","=""""","=""539.6007+""","=""65""","=""2.36e+06""","=""1.72e-02""","=""9.2e-01""","=""-1.288""",B+,"=""2.5950420""","=""4.8927447""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""539.8869""","=""""","=""539.8869+""","=""35""","=""2.9e+06""","=""7.6e-03""","=""6.7e-01""","=""-1.42""",B,"=""2.8362553""","=""5.1327400""","=""4d4.5s2""","=""a 3P""","=""2""","=""""","=""3*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""540.1960""","=""""","=""540.1962+""","=""50""","=""1.81e+06""","=""7.9e-03""","=""7.0e-01""","=""-1.403""",B+,"=""2.5975747""","=""4.8927447""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""540.7276""","=""""","=""540.7276+""","=""35""","=""7.7e+05""","=""4.1e-03""","=""6.6e-01""","=""-1.43""",B,"=""3.3899667""","=""5.6828810""","=""4d4.5s2""","=""b 3G""","=""4""","=""4d5.(2G).5p""","=""x 3G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""540.7879""","=""""","=""540.7878+""","=""35""","=""6.4e+06""","=""9.4e-03""","=""5.0e-01""","=""-1.55""",B,"=""2.7579510""","=""5.0506101""","=""4d4.5s2""","=""a 3P""","=""1""","=""4d5.(4P).5p""","=""x 5D*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
"=""541.8877""","=""""","=""541.8877+""","=""40""","=""2.51e+06""","=""1.10e-02""","=""5.9e-01""","=""-1.48""",B+,"=""2.7579510""","=""5.0459563""","=""4d4.5s2""","=""a 3P""","=""1""","=""4d5.(4P).5p""","=""x 5D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""542.8384""","=""""","=""542.8384+""","=""23""","=""2.21e+05""","=""9.8e-04""","=""1.57e-01""","=""-2.056""",B+,"=""2.0764526""","=""4.3604507""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""543.7183""","=""""","=""543.7182+""","=""55""","=""1.96e+06""","=""1.45e-02""","=""7.8e-01""","=""-1.362""",B+,"=""2.4958407""","=""4.7761431""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""543.9250""","=""""","=""543.9251+""","=""65""","=""6.5e+05""","=""2.37e-03""","=""4.67e-01""","=""-1.584""",B+,"=""2.0810155""","=""4.3604507""","=""4d5.(4G).5s""","=""a 5G""","=""5""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""545.2017""","=""""","=""545.2016+""","=""40""","=""1.95e+06""","=""8.7e-03""","=""1.09e+00""","=""-1.22""",B+,"=""2.6803685""","=""4.9544667""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""545.7982""","=""""","=""545.7981+""","=""35""","=""1.79e+06""","=""1.33e-02""","=""7.2e-01""","=""-1.40""",B,"=""2.7579510""","=""5.0295637""","=""4d4.5s2""","=""a 3P""","=""1""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""546.2021""","=""""","=""546.2023+""","=""26""","=""3.5e+07""","=""9.3e-02""","=""8.4e+00""","=""-0.33""",B,"=""3.8806900""","=""6.1506219""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""546.7081""","=""""","=""546.7081+""","=""23""","=""3.34e+05""","=""1.83e-03""","=""2.96e-01""","=""-1.783""",B+,"=""2.6227474""","=""4.8905793""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""z 5G*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""547.7413""","=""""","=""547.7412+""","=""35""","=""8.1e+05""","=""4.28e-03""","=""8.5e-01""","=""-1.327""",B+,"=""2.6462200""","=""4.9097743""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""z 5G*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""549.1796""","=""""","=""549.1797+""","=""35""","=""9.4e+05""","=""5.93e-03""","=""5.36e-01""","=""-1.528""",B+,"=""2.5975747""","=""4.8551999""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""549.3683""","=""""","=""549.3683+""","=""20""","=""9.9e+05""","=""3.2e-03""","=""4.0e-01""","=""-1.65""",B,"=""2.6803685""","=""4.9372187""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""549.5289""","=""""","=""549.5291+""","=""26h""","=""2.13e+07""","=""6.9e-02""","=""8.7e+00""","=""-0.32""",B,"=""3.9246933""","=""6.1808831""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""3""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""550.0019""","=""""","=""550.0018+""","=""26""","=""2.15e+06""","=""9.8e-03""","=""1.24e+00""","=""-1.165""",B+,"=""2.9344678""","=""5.1887186""","=""4d4.5s2""","=""a 3F""","=""3""","=""4d5.(4G).5p""","=""y 3F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""550.3066""","=""""","=""550.3067+""","=""50""","=""1.90e+06""","=""6.16e-03""","=""7.8e-01""","=""-1.365""",B+,"=""2.5231413""","=""4.7761431""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""550.3400""","=""""","=""550.3400+""","=""23""","=""9.0e+05""","=""5.75e-03""","=""5.21e-01""","=""-1.542""",B+,"=""2.5975747""","=""4.8504403""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""550.507""","=""""","=""""","=""26h""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""550.8023""","=""""","=""550.8023+""","=""7800""","=""3.61e+07""","=""2.30e-01""","=""2.08e+01""","=""0.060""",A+,"=""1.3351030""","=""3.5860778""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""552.1567""","=""""","=""552.1567+""","=""23""","=""9.7e+05""","=""5.4e-03""","=""8.9e-01""","=""-1.31""",B,"=""3.1560966""","=""5.4015498""","=""4d6""","=""c 5D""","=""4""","=""""","=""3.4*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""552.2174""","=""""","=""552.2173+""","=""26""","=""2.38e+06""","=""1.09e-02""","=""2.18e+00""","=""-0.92""",B,"=""3.4376744""","=""5.6828810""","=""4d4.5s2""","=""b 3G""","=""5""","=""4d5.(2G).5p""","=""x 3G*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""552.8054""","=""""","=""552.8055+""","=""40""","=""1.96e+06""","=""9.0e-03""","=""1.47e+00""","=""-1.09""",B+,"=""2.9875597""","=""5.2303773""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""552.8497""","=""""","=""552.8497+""","=""40""","=""1.57e+06""","=""1.01e-02""","=""9.2e-01""","=""-1.30""",B,"=""2.8362553""","=""5.0788937""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""553.4568""","=""""","=""553.4567+""","=""5200""","=""3.72e+07""","=""1.71e-01""","=""1.56e+01""","=""-0.069""",A+,"=""1.3351030""","=""3.5752817""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""554.0941""","=""""","=""554.0941+""","=""40""","=""2.95e+05""","=""1.36e-03""","=""1.73e-01""","=""-2.022""",B+,"=""2.0696564""","=""4.3072582""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""554.4653""","=""""","=""554.4654+""","=""50""","=""1.78e+06""","=""5.86e-03""","=""7.5e-01""","=""-1.387""",B+,"=""2.5972135""","=""4.8333172""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""z 5G*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""554.6022""","=""""","=""554.6022+""","=""40""","=""4.4e+06""","=""2.05e-02""","=""2.62e+00""","=""-0.84""",B,"=""3.3951632""","=""5.6307150""","=""4d4.5s2""","=""b 3G""","=""3""","=""4d5.(2G).5p""","=""x 3G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""555.7823""","=""""","=""555.7822+""","=""55""","=""7.9e+05""","=""2.83e-03""","=""4.66e-01""","=""-1.594""",B+,"=""2.0764526""","=""4.3072582""","=""4d5.(4G).5s""","=""a 5G""","=""4""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""555.8262""","=""""","=""555.8261+""","=""26""","=""1.89e+06""","=""8.8e-03""","=""1.44e+00""","=""-1.103""",B+,"=""2.9875597""","=""5.2181890""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d5.(4G).5p""","=""y 3F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""556.5587""","=""""","=""556.5588+""","=""20""","=""5.22e+05""","=""1.89e-03""","=""3.11e-01""","=""-1.770""",B+,"=""2.6227474""","=""4.8504403""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""557.0150""","=""""","=""557.0150+""","=""40""","=""2.51e+06""","=""1.17e-02""","=""1.07e+00""","=""-1.23""",B+,"=""2.8362553""","=""5.0621237""","=""4d4.5s2""","=""a 3P""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""557.1020""","=""""","=""557.1017+""","=""26""","=""2.30e+06""","=""1.07e-02""","=""9.8e-01""","=""-1.272""",B+,"=""2.9178946""","=""5.1434163""","=""4d4.5s2""","=""a 3F""","=""2""","=""4d5.(4G).5p""","=""y 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""557.1991""","=""""","=""557.1990+""","=""2500""","=""3.30e+07""","=""9.2e-02""","=""8.5e+00""","=""-0.337""",A,"=""1.3351030""","=""3.5602363""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""557.6726""","=""""","=""557.6726+""","=""35""","=""2.07e+06""","=""2.89e-02""","=""5.3e-01""","=""-1.539""",B+,"=""2.4759455""","=""4.6991891""","=""4d5.(4D).5s""","=""b 5D""","=""0""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""559.313""","=""""","=""559.3139+""","=""20""","=""""","=""""","=""""","=""""",,"=""2.9156714""","=""5.1323907""","=""4d4.5s2""","=""a 3F""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",9,9,,"=""""","=""L3475""",
"=""560.4304""","=""""","=""560.4306+""","=""40""","=""1.95e+06""","=""1.12e-02""","=""1.86e+00""","=""-1.00""",B,"=""3.1560966""","=""5.3683991""","=""4d6""","=""c 5D""","=""4""","=""4d5.(4D).5p""","=""x 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""561.0172""","=""""","=""561.0173+""","=""23""","=""2.02e+06""","=""9.5e-03""","=""1.58e+00""","=""-1.07""",B,"=""3.3024208""","=""5.5124097""","=""4d4.5s2""","=""a 1G""","=""4""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""561.0786""","=""""","=""561.0787+""","=""23""","=""1.78e+06""","=""1.08e-02""","=""1.40e+00""","=""-1.12""",C+,"=""3.1872706""","=""5.3970178""","=""4d6""","=""c 5D""","=""3""","=""4d5.(4D).5p""","=""x 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""561.2489""","=""""","=""561.2488+""","=""100""","=""4.7e+06""","=""2.24e-02""","=""4.5e+00""","=""-0.61""",B+,"=""3.0333690""","=""5.2424462""","=""4d4.5s2""","=""a 3H""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""561.4629""","=""""","=""561.4629+""","=""23""","=""6.5e+05""","=""2.38e-03""","=""3.96e-01""","=""-1.669""",B+,"=""2.4992489""","=""4.7074839""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""562.0006""","=""""","=""562.0005+""","=""20""","=""2.69e+05""","=""1.27e-03""","=""1.18e-01""","=""-2.196""",B+,"=""2.0632311""","=""4.2693537""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""562.0932""","=""""","=""562.0932+""","=""23""","=""2.58e+06""","=""1.22e-02""","=""2.04e+00""","=""-0.96""",B,"=""3.4424949""","=""5.6482535""","=""4d5.(2F).5s""","=""b 3F""","=""4""","=""4d5.(2G).5p""","=""x 3G*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""563.4026""","=""""","=""563.4027+""","=""330""","=""3.40e+06""","=""4.85e-02""","=""9.0e-01""","=""-1.314""",A,"=""1.3596041""","=""3.5602363""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d5.(6S).5p""","=""z 5P*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""563.6420""","=""""","=""563.6421+""","=""50""","=""9.6e+05""","=""3.25e-03""","=""4.22e-01""","=""-1.643""",B+,"=""2.0696564""","=""4.2693537""","=""4d5.(4G).5s""","=""a 5G""","=""3""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""565.1695""","=""""","=""565.1695+""","=""230""","=""1.50e+06""","=""1.20e-02""","=""6.68e-01""","=""-1.445""",A,"=""1.3815291""","=""3.5752817""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d5.(6S).5p""","=""z 5P*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""567.5193""","=""""","=""567.5192+""","=""23""","=""1.69e+06""","=""4.89e-03""","=""4.57e-01""","=""-1.612""",B+,"=""2.5145196""","=""4.6991891""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""567.6044""","=""""","=""567.6042+""","=""55""","=""1.68e+06""","=""8.1e-03""","=""1.06e+00""","=""-1.246""",B+,"=""2.5231413""","=""4.7074839""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""567.9471""","=""""","=""567.9471+""","=""40""","=""1.37e+06""","=""3.97e-03""","=""3.71e-01""","=""-1.702""",B+,"=""2.0632311""","=""4.2462547""","=""4d5.(4G).5s""","=""a 5G""","=""2""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""568.4478""","=""""","=""568.4477+""","=""35""","=""1.13e+06""","=""9.1e-03""","=""5.12e-01""","=""-1.563""",B+,"=""2.5950420""","=""4.7761431""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""569.0725""","=""""","=""569.0724+""","=""460""","=""6.84e+06""","=""3.32e-02""","=""1.87e+00""","=""-1.002""",A,"=""1.3815291""","=""3.5602363""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d5.(6S).5p""","=""z 5P*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""570.0865""","=""""","=""570.0865+""","=""23""","=""7.6e+05""","=""3.71e-03""","=""4.87e-01""","=""-1.586""",B+,"=""2.6803685""","=""4.8551999""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""570.7291""","=""""","=""570.7291+""","=""80""","=""4.05e+06""","=""1.98e-02""","=""4.8e+00""","=""-0.59""",B+,"=""3.0777195""","=""5.2501021""","=""4d4.5s2""","=""a 3H""","=""6""","=""4d5.(4G).5p""","=""z 3H*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
"=""571.3370""","=""""","=""571.3369+""","=""23""","=""5.61e+05""","=""2.75e-03""","=""3.62e-01""","=""-1.716""",B+,"=""2.6803685""","=""4.8504403""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d5.(4G).5p""","=""z 5G*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""572.4326""","=""""","=""572.4326+""","=""210""","=""9.2e+05""","=""6.33e-03""","=""5.96e-01""","=""-1.500""",A,"=""1.4201599""","=""3.5860778""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""573.0345""","=""""","=""573.0344+""","=""23""","=""1.22e+06""","=""8.4e-03""","=""8.0e-01""","=""-1.38""",C+,"=""3.1981238""","=""5.3617670""","=""4d6""","=""c 5D""","=""2""","=""4d5.(4D).5p""","=""x 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""573.1034""","=""""","=""573.1033+""","=""7""","=""2.33e+05""","=""1.91e-03""","=""1.08e-01""","=""-2.241""",B+,"=""2.4958407""","=""4.6592238""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",3,5,,"=""T5293""","=""L10250""",
"=""573.1161""","=""""","=""573.1162+""","=""16""","=""1.41e+06""","=""8.0e-03""","=""1.97e+00""","=""-0.98""",B,"=""3.7335549""","=""5.8968892""","=""4d5.(2H).5s""","=""b 3H""","=""6""","=""""","=""18.1*""","=""7""",13,15,,"=""T5293""","=""L10250""",
"=""575.3003""","=""""","=""575.3002+""","=""620""","=""3.90e+06""","=""1.94e-02""","=""1.83e+00""","=""-1.014""",A,"=""1.4201599""","=""3.5752817""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""577.6134""","=""""","=""577.6137+""","=""23""","=""""","=""""","=""""","=""""",,"=""1.4702664""","=""3.6167563""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""4""",7,9,,"=""""","=""L10250,L3475""",
"=""578.0947""","=""""","=""578.0946+""","=""40""","=""8.9e+05""","=""4.44e-03""","=""4.22e-01""","=""-1.654""",B+,"=""2.5145196""","=""4.6592238""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""578.493""","=""""","=""578.4972+""","=""23h""","=""""","=""""","=""""","=""""",,"=""3.1560966""","=""5.2993083""","=""4d6""","=""c 5D""","=""4""","=""4d5.(4D).5p""","=""w 5D*""","=""4""",9,9,,"=""""","=""L3475""",
"=""579.3445""","=""""","=""579.3447+""","=""520""","=""5.96e+06""","=""1.80e-02""","=""1.72e+00""","=""-1.046""",A,"=""1.4201599""","=""3.5602363""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""579.738""","=""""","=""579.7236+""","=""23h,i""","=""""","=""""","=""""","=""""",,"=""3.7393116""","=""5.8779896""","=""4d5.(4F).5s""","=""c 3F""","=""3""","=""""","=""17.1*""","=""4""",7,9,,"=""""","=""L3475""",
"=""580.2047""","=""""","=""580.2047+""","=""26""","=""6.2e+06""","=""1.05e-02""","=""6.0e-01""","=""-1.50""",B+,"=""2.4958407""","=""4.6327452""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
"=""580.4280""","=""""","=""580.4280+""","=""35""","=""9.5e+05""","=""3.44e-03""","=""4.60e-01""","=""-1.619""",B+,"=""2.5231413""","=""4.6592238""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
